experiment_id,run_id,recorded_at,case_id,status,error_type,error_message,mode,backend,threads,agent_count,state_width,action_count,steps,repetition,wall_ms,device_ms,agent_steps_per_second,ns_per_agent_step,checksum,correctness_valid,correctness_action_match,correctness_max_abs_error,correctness_max_rel_error
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,1,438.771711,438.67138671875,152947107.38541666,6.538207992911339,27.24559783935547,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,2,436.897859,436.81201171875,153603096.50773546,6.510285422205925,26.42505645751953,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,3,438.455361,438.36834716796875,153057460.27815133,6.533494010567665,25.628196716308594,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,4,438.047761,437.9612731933594,153199879.04241338,6.527420297265053,24.856403350830078,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,5,454.692693,454.561767578125,147591692.22013426,6.775449112057686,24.10675048828125,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:04.206977+00:00,289d3b7e3ef3,ok,,,eager-host-visible,cuda,,1048576,32,8,64,6,437.06285,436.9593505859375,153545111.4181862,6.512743979692459,23.379833221435547,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,0,12102.820268,,5544894.703380552,180.3460757136345,28.092544555664062,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,1,11864.883739,,5656091.15742217,176.80054514110088,27.245594024658203,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,2,11765.868036,,5703690.012047318,175.32509618997574,26.425060272216797,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,3,11568.207302,,5801146.387513102,172.3797217309475,25.628204345703125,False,True,3.457069396972656e-05,0.001776247750967741
