source_file,run_id,hardware,provider,agent_count,state_width,action_count,observation_horizon,mode,threads,observations,wall_ms_mean,wall_ms_std,wall_ms_median,wall_ms_min,wall_ms_max,device_ms_median,compile_first_call_ms,ns_per_agent_step_median,shape_valid,action_match,max_state_abs_error,max_state_rel_error,max_budget_abs_error,execution_error_rows,wall_ms_cv
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,16,8,1,1,compiled-gpu-host-visible,,9,6.483399444444444,0.16430335424536463,6.415755,6.376376,6.794078,6.385600090026856,608.265603,6265.3857421875,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.025342161261736607
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,16,8,1,1,compiled-gpu-resident,,9,4.842758666666667,0.07698301666439182,4.822249,4.754136,5.028292,4.79695987701416,608.265603,4709.2275390625,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.015896521376189125
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,16,8,1,64,compiled-cpu,1.0,9,0.42775022222222225,0.022281467387594654,0.434343,0.396025,0.454944,,13309.723466,424.1630859375,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.052089902541346
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,16,8,1,64,compiled-cpu,8.0,9,0.41263722222222227,0.007100474680924119,0.41051,0.406081,0.42989,,13309.723466,400.888671875,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.01720754769209894
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,16,8,1,64,compiled-gpu-host-visible,,9,0.1797508888888889,0.002398612121855287,0.178677,0.176566,0.183351,0.1552640050649643,8605.713128,174.4892578125,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.013344090461427224
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,16,8,1,64,compiled-gpu-resident,,9,0.15990977777777776,0.003307500218358946,0.15885,0.156878,0.167862,0.1346880048513412,8605.713128,155.126953125,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.020683539582897103
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,1,compiled-cpu,1.0,9,4.377693444444445,0.02105305349653054,4.371676,4.352072,4.412303,,688.94244,2134.607421875,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.0048091657772994885
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,1,compiled-cpu,8.0,9,4.41814,0.20823417212239714,4.411166,4.222204,4.870104,,688.94244,2153.8896484375,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.04713163732303574
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,1,compiled-gpu-host-visible,,9,6.515697777777778,0.26699951288100593,6.476992,6.207152,7.006366,6.445216178894043,459.480829,3162.59375,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.04097788479257365
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,1,compiled-gpu-resident,,9,4.812189222222222,0.05421744132144603,4.819534,4.719851,4.870143,4.793568134307861,459.480829,2353.2880859375,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.011266689404289248
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,64,compiled-cpu,1.0,9,0.4062052222222222,0.012652419143959943,0.403848,0.39641,0.43776,,12946.385252,197.19140625,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.03114784953955663
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,64,compiled-cpu,8.0,9,0.4435221111111111,0.05154680678142063,0.411403,0.398126,0.525066,,12946.385252,200.88037109375,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.11622150393423594
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,64,compiled-gpu-host-visible,,9,0.18441333333333335,0.002512649597536424,0.184428,0.180239,0.187015,0.1588159948587417,9133.521692,90.052734375,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.013625097231959496
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,32,8,1,64,compiled-gpu-resident,,9,0.15964733333333334,0.013680174377543578,0.155444,0.149215,0.195407,0.1323840022087097,9133.521692,75.900390625,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.08568996482377977
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,1,compiled-cpu,1.0,9,4.365538666666667,0.11145791840084776,4.337779,4.256504,4.633205,,649.907722,1059.028076171875,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.02553130940103484
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,1,compiled-cpu,8.0,9,4.376308333333333,0.017585414581408245,4.382638,4.33633,4.393125,,649.907722,1069.97998046875,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.004018321663367316
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,1,compiled-gpu-host-visible,,9,6.572364555555556,0.031284411486038444,6.571925,6.515056,6.626607,6.536863803863525,515.016134,1604.473876953125,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.004759993335974347
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,1,compiled-gpu-resident,,9,4.710142111111111,0.040858814142252196,4.694276,4.67577,4.781109,4.667967796325684,515.016134,1146.0634765625,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.008674645727963759
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,64,compiled-cpu,1.0,9,0.4431071111111111,0.019705925266556536,0.441659,0.423935,0.48132,,12686.224817,107.826904296875,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.044472148544723276
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,64,compiled-cpu,8.0,9,0.4162052222222222,0.0036345546418295096,0.417833,0.408876,0.419831,,12686.224817,102.010009765625,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.008732602206247502
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,64,compiled-gpu-host-visible,,9,0.18175122222222223,0.01410740271787987,0.176211,0.175336,0.219042,0.1531199961900711,9067.480966,43.020263671875,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.0776193004118076
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,64,8,1,64,compiled-gpu-resident,,9,0.17021455555555554,0.03256367174901776,0.158514,0.154229,0.256013,0.1343040019273758,9067.480966,38.69970703125,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.1913095601180209
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,1,compiled-cpu,1.0,9,4.400206111111111,0.06689135682665653,4.383365,4.305813,4.497816,,666.552482,535.0787353515625,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.0152018689892155
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,1,compiled-cpu,8.0,9,4.673667333333333,0.31052825049341337,4.615313,4.314673,5.427265,,666.552482,563.3927001953125,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.06644209532815416
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,1,compiled-gpu-host-visible,,9,6.40234111111111,0.07859615831331128,6.414444,6.291813,6.555959,6.381440162658691,633.468365,783.01318359375,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.012276159134493711
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,1,compiled-gpu-resident,,9,4.867210444444445,0.015676628680229,4.869059,4.837727,4.886396,4.842432022094727,633.468365,594.3675537109375,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.0032208651873934678
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,64,compiled-cpu,1.0,9,0.4509795555555556,0.004867549463310855,0.451313,0.443929,0.457818,,13251.096113,55.0919189453125,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.010793281875748418
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,64,compiled-cpu,8.0,9,0.44918966666666665,0.006708066058857814,0.446864,0.444088,0.464691,,13251.096113,54.548828125,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.014933705195484197
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,64,compiled-gpu-host-visible,,9,0.18432033333333334,0.0028172209710990016,0.183359,0.181649,0.190058,0.1590400040149688,9791.315653,22.3826904296875,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.015284374328925557
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,128,8,1,64,compiled-gpu-resident,,9,0.15307033333333334,0.002609583970674252,0.151853,0.150156,0.157673,0.1290879994630813,9791.315653,18.5367431640625,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.017048267380404117
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,1,compiled-cpu,1.0,9,4.709126444444444,0.3668898807040446,4.58976,4.468126,5.641076,,673.693716,280.13671875,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.07791039060692034
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,1,compiled-cpu,8.0,9,5.046177222222223,0.5198024558759745,4.67454,4.64869,5.756487,,673.693716,285.311279296875,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.10300915583917308
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,1,compiled-gpu-host-visible,,9,6.407808666666667,0.015433355654231493,6.411752,6.37818,6.428731,6.385280132293701,565.043534,391.34228515625,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.0024085231718162245
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,1,compiled-gpu-resident,,9,4.746107444444444,0.0985710615293747,4.692778,4.65673,4.907029,4.660895824432373,565.043534,286.4244384765625,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.020768822173370106
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,64,compiled-cpu,1.0,9,0.5229355555555555,0.0047656816173321705,0.52415,0.515049,0.528042,,13677.712899,31.9915771484375,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.009113324895778435
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,64,compiled-cpu,8.0,9,0.5723853333333333,0.008691336476630052,0.570079,0.560065,0.586355,,13677.712899,34.79486083984375,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.015184415061817422
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,64,compiled-gpu-host-visible,,9,0.1831367777777778,0.016012024230072985,0.175365,0.172641,0.214529,0.1525440067052841,9859.352842,10.70343017578125,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.08743205173950548
pilot-005-local-sub256-20260811T171204Z.csv,20260811T171204Z,NVIDIA GeForce GTX 1660 Ti,local,256,8,1,64,compiled-gpu-resident,,9,0.15703933333333334,0.0022691237295484816,0.157227,0.154304,0.161261,0.1329919993877411,9859.352842,9.59637451171875,True,True,6.437301635742188e-06,4.720264314528322e-06,0.0,0,0.01444939736678591
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,1,compiled-cpu,1.0,9,7.332202111111111,0.15996048457388193,7.358229,6.9655,7.496817,,1721.450387,14371.541015625,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.021816158658730937
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,1,compiled-cpu,8.0,9,7.325039111111112,0.16033954457996677,7.335545,6.983765,7.5346,,1721.450387,14327.236328125,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.021889240746408162
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,1,compiled-gpu-host-visible,,9,11.988711888888888,0.21266670944546315,11.96942,11.622163,12.246799,11.910911560058594,1413.50702,23377.7734375,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.01773891235492632
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,1,compiled-gpu-resident,,9,7.821763333333333,0.06985727545324133,7.801773,7.729512,7.939328,7.753727912902832,1413.50702,15237.837890625,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.008931141543945292
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,64,compiled-cpu,1.0,9,0.9562261111111111,0.04537503944748825,0.962195,0.871404,1.012148,,28770.678548,1879.287109375,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.04745220708809507
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,64,compiled-cpu,8.0,9,0.9475466666666666,0.0500008486852973,0.964006,0.856369,0.998822,,28770.678548,1882.82421875,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.05276874527055551
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,64,compiled-gpu-host-visible,,9,0.38379688888888885,0.043688040429974775,0.369165,0.345998,0.474903,0.3296320140361786,21864.876855,721.025390625,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.11383114791903039
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,8,8,1,64,compiled-gpu-resident,,9,0.3695007777777778,0.03153642151853069,0.36789,0.305567,0.405335,0.313728004693985,21864.876855,718.53515625,True,True,6.67572021484375e-06,3.699329909068183e-06,0.0,0,0.08534872837939485
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,1,compiled-cpu,1.0,9,8.474103666666666,0.14690004362746095,8.486376,8.28277,8.751028,,27104.390687,8287.4765625,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.017335171884349257
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,1,compiled-cpu,8.0,9,8.085377333333334,0.08794260131329923,8.092866,7.884437,8.17419,,27104.390687,7903.189453125001,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.010876746710477073
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,1,compiled-gpu-host-visible,,9,11.973427555555554,0.11302576643194191,11.987271,11.818024,12.136047,11.927328109741213,2181.498048,11706.3193359375,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.009439716898733734
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,1,compiled-gpu-resident,,9,7.691596,0.09123000228954284,7.684051,7.559432,7.877511,7.631103992462158,2181.498048,7503.9560546875,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.011860997677145659
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,64,compiled-cpu,1.0,9,0.9680341111111113,0.06895253197752141,0.992166,0.846548,1.045798,,28886.696676,968.912109375,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.07122944448556422
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,64,compiled-cpu,8.0,9,0.9515007777777778,0.06348657251887556,0.966619,0.837797,1.02183,,28886.696676,943.9638671875,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.06672256502737489
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,64,compiled-gpu-host-visible,,9,0.43368388888888887,0.024272182938728657,0.430327,0.388315,0.46381,0.3808960020542145,21265.257878,420.2412109375,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.05596745362368595
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,16,8,1,64,compiled-gpu-resident,,9,0.37590966666666664,0.03082992074673562,0.38135,0.323958,0.42497,0.3297599852085113,21265.257878,372.412109375,True,True,3.933906555175781e-06,3.540320903994143e-06,0.0,0,0.08201417383095307
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,1,compiled-cpu,1.0,9,8.750196666666666,0.26377503900435695,8.744337,8.350635,9.338001,,1713.660115,4269.69580078125,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.030145041197667213
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,1,compiled-cpu,8.0,9,8.421717222222222,0.15724143129418638,8.497489,8.116289,8.619317,,1713.660115,4149.16455078125,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.018670946452497415
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,1,compiled-gpu-host-visible,,9,11.788987444444444,0.12760317324630982,11.817933,11.592829,11.947743,11.769184112548828,1682.455038,5770.47509765625,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.010823929862309147
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,1,compiled-gpu-resident,,9,7.8842159999999994,0.19908987270451461,7.844506,7.682264,8.358481,7.789951801300049,1682.455038,3830.3251953125,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.025251701970686068
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,64,compiled-cpu,1.0,9,1.014067888888889,0.05877738110328757,1.023065,0.903941,1.09039,,28694.528502,499.54345703124994,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.05796197843094091
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,64,compiled-cpu,8.0,9,0.9881203333333333,0.045583107128628286,0.994918,0.895749,1.048179,,28694.528502,485.7998046875,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.04613112957088724
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,64,compiled-gpu-host-visible,,9,0.4325003333333333,0.024486151458528563,0.434798,0.388622,0.462289,0.3852800130844116,22663.05629,212.3037109375,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.05661533546069382
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,32,8,1,64,compiled-gpu-resident,,9,0.3438252222222222,0.028766452274210735,0.350326,0.278525,0.380143,0.3000639975070953,22663.05629,171.0576171875,True,True,6.67572021484375e-06,3.344140623084968e-06,0.0,0,0.08366591632890245
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,1,compiled-cpu,1.0,9,8.542934888888889,0.12194900022800977,8.578431,8.304194,8.721918,,1737.696106,2094.343505859375,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.014274836670781497
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,1,compiled-cpu,8.0,9,8.831495888888888,0.21263862034414424,8.880976,8.294756,9.045146,,1737.696106,2168.20703125,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.0240773050250377
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,1,compiled-gpu-host-visible,,9,11.97472,0.19810133953232112,11.929828,11.609896,12.329347,11.86457633972168,1619.942192,2912.5556640625,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.016543296171628325
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,1,compiled-gpu-resident,,9,7.6811797777777775,0.1585705473423247,7.622371,7.472538,8.002142,7.565567970275879,1619.942192,1860.930419921875,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.0206440354125132
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,64,compiled-cpu,1.0,9,1.0507904444444445,0.05080975227038382,1.056128,0.944231,1.100695,,29241.359431,257.84375,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.0483538392826241
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,64,compiled-cpu,8.0,9,1.0141876666666667,0.042606626474059196,1.000757,0.95861,1.107603,,29241.359431,244.32543945312497,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.04201059416754151
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,64,compiled-gpu-host-visible,,9,0.40877344444444447,0.02235666768053276,0.415187,0.364208,0.442388,0.3668160140514374,22419.109409,101.364013671875,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.05469207450820893
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,64,8,1,64,compiled-gpu-resident,,9,0.425514,0.12616584545747708,0.376237,0.323933,0.701618,0.3270399868488312,22419.109409,91.854736328125,True,True,6.437301635742188e-06,3.861380264424952e-06,0.0,0,0.29650221956851497
pilot-006-modal-l4-sub256-20260811T171244Z.csv,20260811T171244Z,NVIDIA L4,modal,128,8,1,1,compiled-cpu,1.0,9,8.615083555555556,0.15042076883787642,8.680504,8.266567,8.747148,,1697.978501,1059.6318359375,True,True,6.198883056640625e-06,5.0133430704590864e-06,0.0,0,0.017460163661544004
