target_active_sessions,deadline_ms,grouping,threshold_k,repetitions,fixed_window_eligible_share_mean,local_upper_share_mean,local_upper_share_min,local_upper_share_max,boundary_alignment_gap_mean,boundary_alignment_gap_max,event_count_mean,mean_active_sessions,fixed_cohort_p90,local_cohort_p90,local_cohort_max
100000,50,event_class,64,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,295.3333333333333,312.0,352
100000,50,event_class,128,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,295.3333333333333,312.0,352
100000,50,event_class,256,3,0.7836063747423943,0.9725412346475627,0.9704937000810858,0.9738388130344917,0.18893485990516848,0.19852783919474282,651123.3333333334,99823.75911494302,295.3333333333333,312.0,352
100000,50,pooled,32,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,573.6666666666666,596.3333333333334,642
100000,50,pooled,64,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,573.6666666666666,596.3333333333334,642
100000,50,pooled,128,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,573.6666666666666,596.3333333333334,642
100000,50,pooled,256,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,573.6666666666666,596.3333333333334,642
100000,50,route_key,32,3,0.6618387460749148,0.6698819459757704,0.6689152543411582,0.6716036481824399,0.008043199900855705,0.009102015413340325,651123.3333333334,99823.75911494302,274.6666666666667,291.0,337
100000,50,route_key,64,3,0.6600261320592228,0.6600261320592228,0.6587073357243637,0.660994106664003,0.0,0.0,651123.3333333334,99823.75911494302,274.6666666666667,291.0,337
100000,50,route_key,128,3,0.48038996852034654,0.4844696380889962,0.483058918743432,0.4856903414400971,0.004079669568649654,0.005383740918575908,651123.3333333334,99823.75911494302,274.6666666666667,291.0,337
100000,50,route_key,256,3,0.30190190847479453,0.4584865243288807,0.45577286134331596,0.4606975189593306,0.15658461585408615,0.16653203657630294,651123.3333333334,99823.75911494302,274.6666666666667,291.0,337
100000,100,event_class,32,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,580.3333333333334,602.6666666666666,647
100000,100,event_class,64,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,580.3333333333334,602.6666666666666,647
100000,100,event_class,128,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,580.3333333333334,602.6666666666666,647
100000,100,event_class,256,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,580.3333333333334,602.6666666666666,647
100000,100,pooled,32,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,1127.0,1159.0,1220
100000,100,pooled,64,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,1127.0,1159.0,1220
100000,100,pooled,128,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,1127.0,1159.0,1220
100000,100,pooled,256,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,1127.0,1159.0,1220
100000,100,route_key,32,3,0.738549422372825,0.7518865315224135,0.750817366471275,0.7535924761999893,0.013337109149588522,0.013618410626391464,651123.3333333334,99823.75911494302,540.0,562.6666666666666,615
100000,100,route_key,64,3,0.660259267735359,0.6616845045933702,0.6604782983987482,0.6627044803184092,0.001425236858011214,0.0015136730005301802,651123.3333333334,99823.75911494302,540.0,562.6666666666666,615
100000,100,route_key,128,3,0.6600261320592228,0.6600261320592228,0.6587073357243637,0.660994106664003,0.0,0.0,651123.3333333334,99823.75911494302,540.0,562.6666666666666,615
100000,100,route_key,256,3,0.47979282185193295,0.47979282185193295,0.478986166181229,0.48088085011563847,0.0,0.0,651123.3333333334,99823.75911494302,540.0,562.6666666666666,615
100000,250,event_class,32,3,0.9942183048177164,0.9942346965388728,0.9941612303242194,0.9943393816863073,1.6391721156342836e-05,4.9175163469028504e-05,651123.3333333334,99823.75911494302,1429.6666666666667,1466.6666666666667,1537
100000,250,event_class,64,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,1429.6666666666667,1466.6666666666667,1537
100000,250,event_class,128,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,1429.6666666666667,1466.6666666666667,1537
100000,250,event_class,256,3,0.9942183048177164,0.9942183048177164,0.9941543024426226,0.9943393816863073,0.0,0.0,651123.3333333334,99823.75911494302,1429.6666666666667,1466.6666666666667,1537
100000,250,pooled,32,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,2782.0,2832.0,2906
100000,250,pooled,64,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,2782.0,2832.0,2906
100000,250,pooled,128,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,2782.0,2832.0,2906
100000,250,pooled,256,3,1.0,1.0,1.0,1.0,0.0,0.0,651123.3333333334,99823.75911494302,2782.0,2832.0,2906
100000,250,route_key,32,3,0.8376409369440951,0.8497517135075844,0.8489988906480554,0.851068407262557,0.012110776563489281,0.012186191026281379,651123.3333333334,99823.75911494302,1333.0,1369.0,1437
100000,250,route_key,64,3,0.75315977976136,0.7608860159611606,0.7599860907883784,0.7626191921442677,0.007726236199800581,0.007900863017344939,651123.3333333334,99823.75911494302,1333.0,1369.0,1437
